reqalts,how about portugeuse food
request,kay can i have the address phone number and the area
inform,venetian
inform,im looking for an expensive restaurant in the east
request,post code of the venue
inform,any kind of food
inform,im looking for a restaurant serving venetian food
request,kay can i get the phone number
inform,missing sock
inform,that serves chinese food
inform,i need a moderately priced restaurant in the north part
null,inaudible
affirm,uh yes i want to find a restaurant in the north part of town that serves
negate,no chinese
inform,french type of food
reqalts,how about uh gastropub
inform,chinese food north part of town
confirm,okay is it in the north side of town
request,the price range
affirm,yes creative food
inform,im looking for unintelligible food
request,could i have the address phone number and area
inform,enlish
inform,im looking for a restaurant in any area serving african food
inform,i would like vietnamese food
inform,i need cheap hungarian restaurant
inform,austallison
ack,well take that one
inform,cheap restaurant mediterranean food
inform,looking for vietnamese food
thankyou,breath thank you very much goodbye
inform,uh center
request,can i have their address please
inform,looking for a restaurant in any area
confirm,okay is it in the west part of town
inform,irish food noise
inform,find a restaurant serving cuban food
thankyou,uh thank you
inform,how bout asian oriental
null,in the ea
affirm,yes id like an expensive restaurant in the east part of town
request,can i have the phone number and post code
inform,how about restaurants in the north part of town
repeat,again please
affirm,yes and in french please
inform,scandanavian
inform,european restaurant
inform,uh the south
inform,if there is no such venue how about vietnamese type of food
inform,serving austrian food
inform,id like to find a moderately priced restaurant
inform,id like a restaurant in south part of town that serves japanese
inform,cheap restaurant east of town
inform,indian indian food in the east part of town
inform,im looking for moderately priced restaurant
null,serve
inform,i want a restaurant that serves british food in the center
affirm,right in the south part of town
reqalts,is there a restaurant in the north part of town that serves unusual food
inform,danish
inform,im looking for a restaurant in the north part of town serving indian food
inform,i want to find a cheap restaurant and it should serve portuguese food
request,uh i want the address of the or the address of the mediterranean food part
inform,can i have a moderately priced restaurant on this side of town
inform,i need to find a restaurant in the west part of town that serves chinese food
reqalts,um how about a restaurant in the center with int
null,serving
inform,i would like australian foo
request,where are they located
inform,breath i dont care noise
affirm,yes could i have
inform,korean food price range
inform,id like a moderately priced restaurant that serves cuban food please
reqalts,what about australian asian food
confirm,um is that moderately priced
inform,im looking for a moderately priced restaurant and it should be in the east part of town
inform,id like to find a restaurant that serves portuguese food
request,and whats the address
request,phone number and area
inform,im looking for a restaurant in the west part of town with
inform,i dont give a damn about chinese food i want thai food
inform,i would like afghan food
negate,uh no thank you and good bye
inform,any thing
request,may i have the phone number and postcode of this ven
inform,asian restaurant
inform,uh cheap restaurant malaysian food
inform,id like an expensive thai restaurant
request,what is their address and phone number
thankyou,okay that will be all thank you and good bye
request,any price rage
inform,i am looking for a moderately priced restaurant that serves turkish food
null,make a suggestion
inform,looking for a restaurant that serves spanish food
request,can i please have the phone number
request,okay whats its address
inform,scottish
request,noise may i have its address
inform,i am looking for a cheap restaurant in the west part of town
inform,i want to find a moderately priced restaurant that serves vietnamese food
inform,im looking for a cheap vietnamese restaurant
inform,im looking for world food
inform,is there on serving chineese
inform,cheap italian food
inform,i dont care about the price range what is the address
request,phone number tv_noise
inform,id like a restaurant in any area that serves
inform,im looking for a moderately priced restaurant in the south of town
inform,i want a cheap restaurant that serves italian food
request,okay could you give me the address
request,and can i get the address phone number and price range
affirm,yes west part of town
inform,im looking for a moderately priced restaurant and it should be in the north
inform,an expensive restaurant serving thai food
request,what is the address and phone number worth
inform,with malaysian food
inform,italian food please
null,hello welcome to the cambridge system
inform,it doesnt matter salad
inform,im looking for a restaurant in the west park of town that serves australian food
request,and its address
inform,uh it doesnt matter
affirm,uh yes im looking for a restaurant in any area that serves thai food
request,may i have the phone number to the turkiesh
inform,im looking for a restaurant in the center and it should serve traditional food
inform,id like a restaurant that serves asian food
reqalts,uh how about turkish type of food
inform,i want it in the north part of town
inform,im looking for a expensive restaurant serving mediterranean food
inform,i need a vietnamese restaurant
inform,i am looking for a modern european food
inform,uh spanish food
affirm,yes that sells korean food
request,how about phone number
request,whats the address again
inform,im looking for a restaurant in the center of town that serves african
confirm,does it serve cheap turkish food
inform,irish fdod
inform,moderate price
inform,im looking for a restaurant in the north part of town serving
inform,i want to find a moderately priced restaurant in the east part town
null,i changed my mind
inform,food type
inform,asian oriental
inform,im looking for a restaurant in the south part of town
affirm,uh yes i need the north part of town
reqalts,how about north american
reqalts,how about canape food
negate,no is there anything else
inform,danish food in the south part of town
inform,um east part of town
request,can i have the type of food
inform,restaurant any area japanese food
inform,i want to find a moderately priced restaurant and it should be in the north part of town
request,what type of food is this
inform,i dont care what price range
inform,i want a turkish restaurant in the center part of town
inform,sea food restaurant
request,thank you what is the address and phone number
inform,im looking for a hungarian restaurant
inform,jamaican
inform,uh looking for a restaurant in the west part of town that serves canapes food
inform,i want a restaurant that serves portuguese food
inform,im looking for a restaurant in the north part of town that serves african food
null,nor
inform,um im looking for a cheap restaurant
request,can i get their phone number please
inform,im looking for a moderately priced restaurant serving cuban food
inform,find a cheap restaurant
inform,i want a restaurant in the west part of town that serves australian food
null,that serves viet
inform,any of town
confirm,does it serve canapes
reqalts,ok how about chinese food
hello,hello darling im looking for a restaurant in the north part of town
request,okay whats the address phone number and area
request,alright whats its phone number
request,and their phone number please
request,what is the pri what is the telephone number
inform,okay uh spanish food
inform,chinese restaurant
inform,id like a cheap restaurant on the south of town
inform,looking for a moderately priced restaurant in the east part of town
inform,may i have a list of venues in the west part of town
inform,okay ah how bout portuguese food
inform,the west part
inform,cross over
inform,i would like portuguese food
request,and what part of town is it in
inform,i would like an expensive restaurant in the east part of
request,okay and what area
null,serves
null,nt care
inform,id like a hungarian food restaurant in the centre part of town
inform,im looking for a cheap hungarian restaurant
inform,italian food instead
negate,no portuguese
null,unintelligent
inform,moderately priced in east part of town
inform,im looking for a moderately priced restaurant and it should be in the north of town
reqalts,do you have a restaurant that serves korean food
inform,welsh food in the north part of town
request,can i get address phone number
inform,part of town and it serves mediterranean food
inform,moderately priced restaurant serves french food
request,okay and uh how about the phone number
inform,noise hungarian
inform,restaurant moderate price
inform,im looking for a restaurant in the west part of town
negate,no south
inform,i would like malaysian food in the center part of
inform,greek food
request,could i have the address please
inform,i am looking for belgium food
inform,i want to find a expensive restaurant in the south part of town
inform,im looking for a restaurant
inform,im looking for a moderate priced restaurant in the north part of town
inform,cantonese food north
inform,im looking for a
inform,im looking for a restaurant that serves mexican food
deny,i dont want chinese i want thai food
reqalts,what about gastropub food
request,what the phone number
request,okay show me the address
inform,do you have prezzo
confirm,do they serve korean food
reqalts,can you give me a restaurant in east part of town and
inform,im looking for a restaurant in the center of town that serves
inform,in west part of town
reqalts,what about the north part of town
inform,something cheap
inform,serving modern european type of food
inform,halo food
request,may i have the address and price range please
inform,i want a moderately priced restaurant
null,give me the least
inform,tailand
inform,a restaurant in the center of town
inform,type food
inform,could i have a moderately priced restaurant in the south part of town
null,whats the ph
reqalts,um do you have anything else
request,what type of food does it serve
request,address
inform,any price range noise
hello,hi im looking for a moderately priced restaurant in the south part of
thankyou,thank you good
request,in what part of town
inform,that serves romanian food
inform,i would like irish food in the north part of town
inform,the west part of town id like a cheap restaurant
inform,south part of town please
reqalts,how about chinese restaurants
inform,moderate restaurant kosher food
inform,im looking for a moderately priced restaurant in the north
confirm,is it in the center
inform,east noise
inform,im looking for a cheap restaurant that serves austrian food
request,okay and uh whats their phone number please
inform,i want a moderately priced
affirm,yes in the west part of town
inform,and its in the west part of town
inform,i want a restaurant
inform,im looking for a restaurant in the east part of town that serves hungarian food
inform,noise center
inform,id like a expensive restaurant in the south part of town
inform,im looking chineese food
inform,want a caribbean restaurant thats moderately priced
inform,sells english food
inform,just chinese food in the north part of town
inform,indian food west part of town
inform,im looking for a welsh restaurant in the west part of town
inform,uh dont care
reqalts,what about indian then
inform,want indian food
inform,and asian
inform,centre
inform,moderately priced restaurant in the north part of town
inform,cheap restaurant serves spanish food
reqalts,uh another choice
inform,an expensive restaurant serving cantonese food
request,whats the post code noise
inform,crossover food in the north part of town
inform,uh chinese food
inform,i want a moderately priced restaurant in the west part of town
inform,im looking for a moderately priced restaurant that serves polish food
inform,australasian food
inform,im looking for a unintelligible food
inform,barbecue food
confirm,does it serve african food
inform,in a moderate price range
inform,fucking west
reqalts,okay how about french
inform,for spanish food
confirm,is there a
request,okay can you give me the address there
inform,im looking for an italian restaurant
request,whats the address phone number and type of food
request,and finally the post code
inform,north american type of food
confirm,is it moderate
inform,um i dont know
request,what is its phone number
inform,i need a moderately priced restaurant in the north of town
inform,i want a restaurant in the east part of town
request,whats the phone number and post code
thankyou,could i or um thank you goodbye
inform,what about a spanish restuarant
thankyou,noise thank you goodbye
inform,cheap portugeuse
request,noise phone number
inform,im looking for an expensive
request,and what area is that in
inform,for an expensive restaurant in the east part of town
reqalts,ok if there is no restaurant serving indonesian food how about a restaurant serving chinese food
inform,asian oriental food
inform,im looking for a restaurant in any area that serves malaysian food
inform,im looking for a restaurant in central it should serve japanese food
inform,in the moderately price range
affirm,yes part of town
reqalts,how about a restaurant that serves international food
inform,i would like to find an expensive restaurant serving
inform,you know thai thai food
inform,trying to find a cheap restaurant
inform,alright gastropub food
inform,north american restaurant expensive
negate,no eritrean food
inform,uh medium
inform,i would like to find a restaurant in the north part of town
request,no thats post code
request,postcode
inform,moderate price in south
inform,i would like to find a moderately priced restaurant in the east part of
inform,mexican food
null,is there one serving
reqalts,is there anyone else
request,could you repeat the phone number
inform,any kind in the north part of town
inform,find irish food
inform,can i have the european food
request,food do they serve
request,offer you the phone number and address
inform,i need to find one in the south part of town
inform,do you have christmas food
request,what is the area of this venue
request,whats their address
confirm,is there a vietnamese restaurant
inform,okay ah how bout portuguese
inform,i want to find a turkish food
reqalts,how about in any price range
reqalts,okay fine what about asian food
inform,romanian
confirm,is it hungarian food
inform,looking for a cheap restaurant serving portuguese food
inform,moderate price restaurant
request,alright whats the phone number
request,the phone numeber
inform,i want a european restaurant in the center part of town
inform,i am looking for a cheap restaurant that serves germ
inform,cheap cheap restaurant
inform,im looking for a sea food restaurant
null,can i
inform,im looking for a restaurant in any area that serves cantonese food
restart,oh jesus christ start over
inform,find me an expensive restaurant
inform,looking for a restaurant noise in the east part of town
reqalts,how about mediterranean food
null,i need the nor
inform,find asian oriental
null,music
inform,i want something in the south part of town
reqalts,what about spanish
affirm,yes italian food
reqalts,what about a moderately priced restaurant
inform,i want to find a restaurant in the east part of town that serves canapes foo
request,what kind of food do they serve
null,what is
negate,no catalan
inform,chinese food thats moderately priced
inform,im looking for a restaurant in the north part of town that serves european food
inform,restaurant in the center
inform,uh north side of town german food
inform,looking for a restaurant in the west part of town
inform,gastropub type food
inform,can i find something in the south side
request,what is the price range
null,expen
inform,cheap restaurant gastropub food
request,can i have the area of the restaurant
reqalts,do you have anything else
request,may i get the address and phone please
deny,not european fusion
inform,moderately priced restaurant turkish food
inform,im looking for a restaurant in the south part of town serving chinese food
inform,any food that serves any restaurant thats expensive
inform,what about vietnamese
inform,afghan food
inform,im looking for a restaurant in the south part of town serving austrian food
request,whats the address for moderately priced restaurants in the south part of town
inform,id like thai food
inform,can i have a british restaurant
inform,moderat
request,whats the address phone number and area
request,i need an address
inform,it should serve caribbean food
inform,im looking for african food
inform,test food
hello,serve hello food
request,what is the phone number and address please
inform,im looking for an moderately restaurant and it should be in the south part of town
inform,bistro
inform,thai food
inform,dont know
inform,im looking for an expensive restaurant that serves european
inform,expensive expensive
reqalts,how about one that serves korean food
inform,im looking for a restaurant in the center
inform,cheap restaurant serving scandinavian food
bye,alright thank you good bye
inform,indian food in the south part of town
reqalts,how about a restaurant serving vietnamese food
inform,gastropub
request,could you get me the phone number
inform,australian
inform,i am looking for a cheap restaurant
request,address phone number and price range
negate,thank you good bye no thank you good bye
inform,looking for something cheap in the north side of town
inform,it should serve french food
inform,i want to find a restaurant serving world food
inform,i want vegetarian food
inform,im looking for a restaurant in the west part of town that serves moroccan food
request,what is the golden woks phone number
inform,any type is fine
inform,i want a restaurant in the south part of town that serves moroccan food
inform,eritrean
request,the address and post code please
reqalts,are there any restaurants serving turkish food
inform,im looking for a restaurant in the north part of town that serves belgian food
request,and can i have the address
null,okay um can i have the other
inform,i want singaporean food
request,and can i have the address and phone number please
inform,serves lebanese
inform,may i have the cheap restaurant in the south part of town
inform,i dont care can i try again
inform,im looking for an expensive restaurant in the east of town
inform,english
request,can i get the address and type of food
request,whats the telephone number
inform,i want to find an expensive restaurant
inform,id like a cheap restaurant in the west part of town
inform,im looking for a restaurant in any area it should serve gastropub food
inform,looking for cheap eritrean food
inform,mediterranean restaurant in any part of town
inform,irish food on the east part of town
inform,ah centre
inform,i am looking for a restaurant serving afghan food
inform,im looking for expensive welsh food
hello,hi noise
inform,okay im looking for an expensive restaurant
inform,cheap restaurant barbecue food
confirm,does it serve chinese type of food
inform,i want to find a moderately
inform,okay im looking for moderate price range
inform,alright i want a restaurant in any
request,can you give me the phone number
inform,expensive italian
inform,im looking for an expensive restaurant with venetian food
inform,expensive restaurant scottish food
inform,i want moderately priced restaurant it should be in the south part of town
inform,can i get a restaurant in the center
inform,id like a restaurant in the center that serves danish food
inform,im looking for an expensive restaurant that serves korean
inform,moroccan food
null,care
inform,tv_noise it doesnt matter
inform,i want to find a moderately priced restaurant that serves cuban food
request,i need a special restaurant serving christmas food
inform,id like a greek restaurant in the east part of town
inform,find me an expensive portuguese restaurant
inform,im looking for a restaurant in the south part of town that serves greek food
request,address and phone number
inform,moderate ly
inform,im looking for a restaurant in the east part of town thats expensive
inform,scottish food
inform,south of the town
inform,something in the north part of town serving chinese food
request,what is the food type
inform,im looking for gastropub food
inform,modern european type food
confirm,is there a jamaican restaurant
bye,kay thank you good bye
inform,expensive restaurant
request,what kind of food do they serve there
inform,uh low price range
inform,i want to find a moderately priced restaurant in the west part town
inform,im looking for kitalian food in an expensive res
inform,spanish food west part of town
inform,i would like to find an expensive restaurant that serves japanese food
request,what kind of food does it
inform,north part
inform,spanish food in any area
inform,is there an expensive restaurant serving thai food
reqalts,is there a restaurant that has british food
request,okay can i have the address and post code please
inform,im kind of looking for some french food
reqalts,is there a restaurant serving modern european food
negate,no moderately priced restaurant
inform,french
null,gonville and caius college
inform,im looking for a restaurant that serves bistro food
null,chikkis
inform,cough im looking for expensive danish food
inform,any type of food is okay
inform,expensive restaurant serving portuguese food
null,im sorry
inform,west killeen
request,could you repeat the restaurant name
request,could i have the address phone number and post code
inform,a restaurant in the center of town serving carraibean food
inform,moderately priced any food
hello,hi looking for a moderately priced restaurant
inform,im looking for a moderately priced restaurant in the north part of town
request,where is it
inform,i dont give a fuck if hk fusion serves chinese food im looking for thai food
request,okay and ah can i get their phone number please
inform,uh african food
inform,cheap restaurant on the east part of town
thankyou,unintelligible thank you goodbye
inform,dont care west part of town
request,what is the address and type of food they serve
confirm,okay does it serve indian food
affirm,oh god uh yes mediterranean food
request,great whats the phone number
inform,i want a modern european
null,can i have an
inform,cheap restaurant uh italian food
request,please let me have the address
reqalts,how about the south part of town
inform,caribbean food
request,what is the golden woks address
null,dress
inform,uh any type of food
reqalts,is there anything that serves north american
inform,moderately priced spanish restaurant
request,what price range is this venue
inform,moderately priced restaurant in the south of town
inform,im looking for a christmas food in the south part of town
inform,expensive restaurant that serves afghan food
request,and their address
request,um give me the addresses
inform,any kind of food id like a cheap restaurant
inform,im looking for jamaican food in the south part of town
reqalts,how about turkish type of food
inform,moderately priced restaurant japanese food
inform,im looking for an expensive restaurant serving international food
inform,restaurant indian restaurant
inform,noise i am looking for a restaurant
inform,noise i would like to find a moderately priced restaurant in the south of town
inform,find a restaurant in the center of town
inform,and at the gastropub
inform,south side
inform,can i get a moderate restaurant in the south part of town
inform,restaurant in the center serving turkish food
inform,uh afghan food
inform,im looking for international
hello,hello hello oh your on the phone yea
inform,iam looking for a restaurant in any area that serves swiss food
inform,im looking for a restaurant in the east part of town and it should serve
inform,can i have greek food
inform,um is there one selling indian
inform,i want to find a cheap restaurant and it should serve scandinavian food
inform,i dont care about the price range
inform,im looking for an expensive restaurant that serves french food
inform,um want to find a moderately priced restaurant in the
inform,cheap restaurant that serves vegetarian food
negate,no im looking for gastropub food
inform,is there any that serve european food
inform,dont care
inform,looking for something moderately priced on the east side of town
inform,noise south part of town
inform,ne vietnamese
request,great can i have the address and phone number
inform,a restaurant in
inform,west part of town moderately priced
inform,asian food in the north part of town
inform,im looking for a restaurant in any area that serves belgian food
reqalts,how about thai food
inform,i need a restaurant
inform,im looking for a restaurant in the west part of town serving korean
inform,belgium food
inform,can i have a restaurant in the south part of town
request,ts the phone number
request,can i have its phone number
request,okay what is their address
null,and
inform,im looking for a cheap restaurant serving modern european type of food
inform,i need a restaurant serving modern european food
reqalts,what about swedish
inform,cantonese food
inform,malyasian
request,could i have the address phone number and price range please
inform,i want a cheap restaurant in the south
request,its a type of food
negate,no lebanese how do you say it
ack,thatll do dear whats the address of that venue
request,okay may i have the address
reqalts,what about the east part of town
inform,a restaurant that serves
inform,greek food east part of town
affirm,thats correct
reqalts,is there a restaurant serving indian food
null,whats the unintelligible
reqalts,how about international food
reqalts,uh how about chinese food
inform,unintelligible restaurant in the south part of town
inform,expensive restaurant tuscan food
inform,if there is no such venue how about european type of
confirm,is it serving french food
thankyou,im done thank you
inform,food from thailand
inform,yea im looking for a moderately priced restaurant
request,im looking for a restaurant in the north part of town serving french type of food
inform,east part
reqalts,what about international food
thankyou,um okay thank you good bye
repeat,please repeat
reqalts,how about indian food in the east part of town
inform,west area
inform,a cheap restaurant serving caribbean food
inform,i want to find a moderately priced restaurant and it should serve asian food
inform,food in the south part of town
inform,is there an expensive restaurant that serves korean food
inform,indonesian food
inform,im looking for polynesian food
reqalts,how about one serving jamaican food
request,give me the address phone number and price range
inform,im looking for a restaurant in the north part of town that serves traditional food
inform,im looking for an expensive restaurant serving british food
inform,moderate restaurant in the south part of town
inform,in the moderately price
inform,looking for an expensive restaurant in the south part of town
inform,a restaurant that serves german food
request,what is the phone number and post code of the venue
inform,unintelligible food
inform,im sorry im looking for a moderate priced restaurant
reqalts,give me another spanish restaurant
inform,doesnt it does not matter
inform,italian food
inform,okay looking for a cheap restaurant serving caribbean food
reqalts,i want a different res
inform,i would like to find a cheap restaurant and it should be in the south
inform,what about the center area
inform,can i have an asian oriental restaurant in the
inform,moderate priced restaurant in the north part of town
reqalts,how about a restaurant in the east part of town that serves indian food
inform,im looking for a cheap restaurant that serves portuguese food
inform,i am looking for hungarian food
inform,id like a moderately priced restaurant in the east part of town
inform,restaurant south part of town christmas food
inform,noise food
inform,i need a cheap restaurant that serves romanian food
inform,want one that serves international food
inform,i want an indian food restaurant moderate priced
inform,i would like to find a restaurant in the center and it should serve korean food
inform,yea im looking for an expensive
inform,im looking for a cheap restaurant that serves irish food
inform,i need a restaurant that serves turkish food
inform,im looking for a cheap restaurant that serves vietnamese food
inform,looking for mediterranean food uh west side of town
inform,moderate restaurant east part of town
request,ah whats the address
request,could i have their phone number and the type of food
inform,id like a restaurant in the center that serves mediterranean food
inform,i wanted moderately priced
request,address phone number postcode
inform,im looking for a cheap restaurant and it should be in the east part of town
reqalts,what else do you have
inform,i want to find a restaurant in the center that serves lebanese food
inform,i would like a african restaurant in the center of town
request,well can i get the address and the post code
inform,want to find a restaurant in the west part of town that serves german food
request,and whats the telephone number
inform,im looking for a cheap restaurant that serves jamaican food
inform,uh im looking for a cheap restaurant in the north part of town
inform,i need a restaurant in the east part of town that serves canape food
inform,i want an expensive restaurant serving european food
inform,looking for a japanese restaurant in the center
inform,im looking for a cheap restaurant that serves turkish
request,what about the address
inform,chinese food please
affirm,yes yes
inform,class over
inform,i would like a moderately priced restaurant in the west part of town
inform,im looking for a cheap restaurant in south part of
request,and whats the price range
reqalts,how about european food
inform,im looking for pollynasian food
inform,can i have a restaurant in the east part of town
request,okay how bout their phone number
inform,indonesian
request,expensive price range
request,can i get the address and zip code
inform,noise i want to find a restaurant that serve french food
inform,im looking for an expensive restaurant serving kitalian food
reqalts,how about gastropub type food
null,i want to know
inform,uh that doesnt matter
inform,i want italian food
inform,im looking for a restaurant in the north part town and it should serve australian food
reqalts,how about an indian type food restaurant
inform,a moderate restaurant in the west part of town
inform,uh a cheap restaurant in the east part of town
inform,i need a restaurant in the center of town that includes international food
null,previews
null,fen ditton
null,croatia
inform,on north
inform,i need asian food
request,may i have the phone number and post code please
thankyou,oh thank you goodbye
inform,cheap jamaican
inform,uh turkish
affirm,uh yeah im looking for a restaurant in the south part of town and that serves kosher food
inform,restaurant in the east part of town japanese
request,what type of venue
request,whats the phone number talking
inform,i would like european food
inform,looking for a moderately priced restaurant in the west part of town
reqalts,is there any restaurants that serve indian food
request,alright give me the address
inform,im looking for a restaurant in the center part of town that serves unusual food
request,could i have the phone number and address please
request,what area is it
null,do they serve
inform,i want to find a moderately priced restaurant that serves vietna
request,okay whats the phone number
inform,id like to find a restaurant
null,what about
affirm,yes can i have an expensive restaurant
null,type
affirm,yes cheap spanish restaurant
inform,im looking for romanian food
inform,medium priced
inform,uh dont care but can it be vegetarian food
inform,what about modern european
inform,part of town that serves asian food
inform,im looking for a restaurant in the north part of town serving international food
reqalts,i dont want that give me another spanish choice
inform,im looking for a moderately priced restaurant serving basque food
request,phone number and post code
inform,hello chinese type of food
inform,im looking for bistro food
inform,can i find an expensive russian food restaurant
inform,i want to find a moderately priced restaurant that serves canapes food
inform,that should be in the east part of town
confirm,does it serve steakhouse food
inform,i would like australian asian food
inform,may i have an expensive restaurant
request,breath curry prince address
inform,west
inform,a restaurant in the south part of town that serves italian food
request,can i have the post code
thankyou,okay thats all thank you good bye
request,what is the signature dish
inform,im looking for a restaurant serving british food then
reqalts,how about caribbean food
inform,that serves japanese food
inform,looking for afghan good
thankyou,can i okay thank you
inform,i need a moderately priced restaurant serving fusion food
reqalts,oh is there anything else
request,alright do you have the phone number for that one
confirm,does it serve thai food
inform,singapore
hello,hi im looking for a moderately priced restaurant in the south part of town
inform,im looking for an expensive restaurant that serves english food
inform,i need a restaurant that serves
null,tell me number
inform,um i want a restaurant in the north side of town and i want to eat christmas food
inform,north part of town austral asian food
inform,the restaurant
request,can i have the address and the post code please
inform,basque food
reqalts,give me another one
inform,im looking for a restaurant in the south part of town serving
inform,id like to find a moderately priced restaurant in the east part of town
reqalts,breath how about portuguese food
inform,im looking for a restaurant that serves french food
inform,moderately priced restaurant in north part of town
inform,looking for cuban food that is moderately priced
inform,what about other areas
inform,id like a restaurant in any area
inform,not korean unintelligible
reqalts,what about center area
request,whats the phone number and address
inform,could i have a restaurant that serves european food
confirm,is it cheap
request,what type of food does the venue
inform,restaurant in center
inform,im looking for cheap food in the north of town
inform,eritrean food
negate,no belgium
reqalts,is there anything ele
inform,i need a cheap restaurant in the south part of town
inform,im looking for a restaurant in the north part of town serving malaysian food
null,that is all
inform,i want a moderate priced restaurant in the north part of town
inform,dont care want afghan food afghan food afghan
reqalts,how about european type of food
inform,id like a moderately priced restaurant in the south part of town
request,could i have the phone number and type of venue
inform,prezzo
reqalts,what about chinese type of food
inform,there is no such venue harbor indian type of food
request,what area of town are they located
request,can i have the phone number and address
inform,next restaurant
negate,no im sorry it should be expensive
inform,doesnt matter
inform,im looking for italian food
inform,of this restaurant
request,whats its phone number
request,and price range
affirm,yes i want the phone number
null,taiwanese
inform,i want to find a restaurant in the west part of town
inform,im looking for an expensive restaurant that serves mediterranean food
inform,i need to find a moderately priced restaurant
inform,italian
request,whats their post code
request,okay can i have the phone number and address
request,i would like the address and phone number
request,what type of food is there
request,what unintelligible the price range
inform,um north american food
inform,moderately priced north part of town
inform,id like a restaurant in the east part of town that serves
request,do you have the phone number of the address
inform,i would like an expensive restaurant that serves korean food
request,popular dish
inform,how bout chinese food
null,are there any
request,uh the post code
reqalts,okay how about a venue with italian food
request,breath price range
request,can i get their phone number
request,where is the area of the venue
request,okay i need the phone number and address
request,could i get the address please
inform,yea im looking for an expensive restaurant that serves portuguese
confirm,is there a portugeuse food
inform,british food in north part of town
request,and the address noise
inform,breath id like to find a moderately priced restaurant in the west part of
inform,find restaurant
inform,i need a moderately priced restaurant in the south part of town
inform,what about a restaurant serving thai food
request,part of town
reqalts,what about indian
null,id like to find
reqalts,are there any restaurants in the south part of town that are expensive
null,alright
inform,im looking for an expensive restaurant in the east town
request,can i have their phone number
request,may i have the address and phone nymber
request,address phone number and postcode
inform,okay moderate price range
request,thats fine can i get their phone number please
inform,something catalan food
inform,an expensive restaurant in the east part of town
inform,i want a moderately priced restaurant that serves mediterranean food
reqalts,how about moderately priced
inform,can i find something in the west part of town
request,address price range
reqalts,what about italian food
inform,south side of town
request,can i get a phone number please
inform,im looking for belgian food in the south part of town
inform,okay well any price range at all
inform,thai restaurant
inform,moderate moderate moderate moderate
affirm,yeah im looking for a restaurant serving kosher food
request,can i have its post code
inform,i am looking for a restaurant in the south part of town
inform,im looking for an expensive restaurant that serves irish food
request,may i have the address and phone number for that venue
request,can i have the address of the venue
request,what is the whats the phone number
request,what is their address and telephone number
inform,dont matter
request,what is their address
inform,moderate
reqalts,is there another alternative
inform,im looking for a restaurant in any area that serves russian food
inform,barbecue
inform,im looking for a korean restaurant
inform,derately priced
request,what type of food
negate,no no im looking
negate,no goodbye thank you
inform,portuguese food noise
inform,can i have a caribbean food
inform,im looking for moderately priced restaurant in the north part of town
inform,im looking for a european restaurant in center area
null,whats
request,what type of food they serve
inform,the east
inform,uh north
reqalts,how about moderately priced thai food
inform,portuguese
request,what is the post code
inform,im looking for a moroccan restaurant in the center of town
inform,does not matter
inform,turkiesh food
request,what type of food do they ser
inform,im looking for a moderately priced restaurant that serves traditional food
confirm,is it moderately priced
inform,indian
null,how about
inform,japanese food in the center of town
inform,cheap price range
request,may i have he phone number please
request,okay what kind of food
bye,goodbye
inform,i am searching for a moderately priced restaurant in the east part of
negate,no what about thai food
inform,cheap restaurant in the north part of town
reqalts,how about expensive british
request,can i have the address please
bye,okay thats all
request,what is um the address and phone number
inform,im looking for a restaurant serving
inform,im looking for a restaurant in any area that serves polynesian food
reqalts,what about a moderately priced restaurant in the south part of town
inform,i would like expensive food
inform,i would like to find a moderately priced restaurant
inform,persian
reqalts,how about the north part
negate,no noise
request,whats the name
inform,are there any turkish restaurants
inform,what european food
request,do you have the phone number and post code
request,and the postcode
request,may i have the post code
inform,expensive restaurant breath
inform,im looking for an expensive restaurant that serves danish food
inform,ese food
inform,what about expensive food
inform,find me a portuguese restaurant
negate,no im looking for pan asian food
thankyou,thank you
inform,i am looking for a moderate priced restaurant in the west of town
null,i need
inform,in the east part of the town
inform,moderately priced food
thankyou,great thank you good bye
request,can i get the address
inform,any kind
inform,expensive restaurant east part of town
inform,moderate priced
reqalts,could i have another one
inform,any kind in the east part of town
request,may i have the address please
inform,in the south part of town
null,noise okay
confirm,does it serve m african food
affirm,yes id like a moderately priced restaurant
affirm,uh yes id like a restaurant in the west part of town and it should serve christmas food
inform,i would like one thats moderately priced
null,blow
inform,and it should be in the west part of town
request,what is the price
confirm,is there a moderately priced restaurant that serves british food
inform,can i get an expensive
inform,um i would like to find an expensive restaurant in the south part of town
inform,im looking for a restaurant in the north part of town serving lebanese food
reqalts,how about a restaurant in the west part of town serving vietnamese food
request,i want to know the address
request,may i have the address and price range
inform,i need a cheap restaurant that serves indonesian food
inform,in any area
request,in the wouth part of town
inform,a restaurant that serves creative food
inform,moderately priced west of town
inform,okay im looking for a restaurant serving fre
inform,im looking for greek food
inform,are there any that serve vietnamese food
inform,a cheap restaurant
inform,can i get tuscan
inform,restaurant and it should be
request,um whats the phone number
request,what is the telephone number
confirm,is that asian oriental type of food
inform,looking for a sea food restaurant
confirm,okay is there a chinese restaurant in the north part of town
inform,find me a moderately priced restaurant in
request,and whats its phone number
inform,okay uh how bout british food
reqalts,how about italian food
inform,welsh food
request,may i have the postcode
inform,serving jamaican food
request,could i have their address and phone number
request,an address
affirm,yes spanish restaurant
request,could i have the address and phone number of the venue
