Column1;Column2;containsfood
reqalts;is there anything else;FALSE
request;whats the phone number;FALSE
inform;im looking for a restaurant in the north part of town and it should serve cata;FALSE
request;may i have its address;FALSE
inform;any price range;FALSE
inform;im looking for a cheap restaurant;FALSE
thankyou;thank you;FALSE
inform;basque;FALSE
inform;what is there in the north;FALSE
request;address;FALSE
request;phone number;FALSE
inform;dont care;FALSE
inform;unintelligible food;TRUE
inform;russian food;TRUE
inform;i dont care;FALSE
request;can i have the address;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you goodbye;FALSE
affirm;yes i am in the east part of town right now and i am looking for any place that serves indonesian food;TRUE
request;can you give me the phone number;FALSE
request;may i have the price range;FALSE
inform;west;FALSE
request;and whats the price range;FALSE
request;what is the address;FALSE
request;may i have the post code please;FALSE
request;what is the phone number;FALSE
request;what is the post code;FALSE
request;and phone number;FALSE
thankyou;thank you goodbye;FALSE
inform;center;FALSE
request;the address;FALSE
null;and;FALSE
affirm;yes;FALSE
null;unintelligible;FALSE
inform;food;TRUE
request;can i have the address;FALSE
affirm;yeah;FALSE
reqalts;how about french food;TRUE
reqalts;how about italian;FALSE
null;unintelligible;FALSE
inform;south part of town;FALSE
request;whats their address;FALSE
inform;corsica;FALSE
thankyou;thank you good bye;FALSE
request;expensive price range;FALSE
deny;i dont want chinese;FALSE
inform;turkish;FALSE
request;what is the address;FALSE
inform;i dont know;FALSE
thankyou;thank you good bye;FALSE
null;find;FALSE
request;price range;FALSE
request;what is the phone number;FALSE
reqalts;is there anything else;FALSE
inform;the north part;FALSE
inform;cheap restaurant that serves vegetarian food;TRUE
inform;south;FALSE
request;phone number;FALSE
inform;moderately priced;FALSE
reqalts;cross talk how about gastro pub;FALSE
request;what is the phone number please;FALSE
request;what type of food;TRUE
inform;indian food;TRUE
thankyou;thank you good bye;FALSE
inform;find indian restaurant in north of town;FALSE
affirm;yes;FALSE
request;what is the phone number;FALSE
negate;no hungarian food;TRUE
request;phone number;FALSE
reqalts;anything else;FALSE
reqalts;how about british food;TRUE
inform;i dont care;FALSE
inform;im looking for a restaurant in the west part of town;FALSE
negate;no im looking for eritrean food;TRUE
confirm;is it moderately;FALSE
null;sil;FALSE
request;what is the phone number;FALSE
inform;and the food type;TRUE
inform;south part of town persian food;TRUE
confirm;is that mexican food;TRUE
reqalts;anything else;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for a restaurant that serves unintelligible food;TRUE
reqalts;anything else;FALSE
request;phone number;FALSE
inform;jamaican food;TRUE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
request;and whats the phone number;FALSE
inform;any area is fine with me;FALSE
inform;cantonese;FALSE
request;what kind of food does it serve;TRUE
inform;any area;FALSE
request;phone number;FALSE
inform;cuban food;TRUE
thankyou;noise thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;i dont care but i want it to be in the east part of town;FALSE
inform;im looking for a romanian restaurant;FALSE
inform;cheap;FALSE
negate;no;FALSE
inform;west;FALSE
null;noise;FALSE
inform;it doesnt matter;FALSE
inform;id like a cheap restaurant in the west part of town;FALSE
thankyou;thank you good bye;FALSE
inform;i want thai food;TRUE
inform;singapore;FALSE
bye;okay thank you and good bye;FALSE
inform;i want a restaurant;FALSE
reqalts;how about asian oriental;FALSE
thankyou;thank you good bye;FALSE
request;address and phone number;FALSE
request;and what is their phone number;FALSE
inform;looking for spanish food in the center of town;TRUE
reqalts;how about european type of food;TRUE
request;address;FALSE
inform;christmas;FALSE
inform;find restaurant serving asian;FALSE
inform;it doesnt matter;FALSE
request;whats the address;FALSE
inform;gastropub type food;TRUE
inform;im looking for a restaurant;FALSE
inform;im looking chineese food;TRUE
null;can;FALSE
inform;canapes food;TRUE
thankyou;thank you good bye;FALSE
inform;i dont care;FALSE
request;uh what type of food;TRUE
inform;food;TRUE
request;whats the phone number;FALSE
inform;i want vegetarian food;TRUE
thankyou;thank you good bye;FALSE
confirm;does it serve african;FALSE
inform;portuguese;FALSE
inform;it doesnt matter;FALSE
request;address;FALSE
inform;south part of town;FALSE
inform;moderate;FALSE
reqalts;how about french food;TRUE
thankyou;thank you good bye;FALSE
inform;im looking for indian;FALSE
request;may i have the address please;FALSE
request;phone number;FALSE
thankyou;thank you good bye;FALSE
request;what type of food do they serve;TRUE
inform;um anything;FALSE
request;whats the address;FALSE
thankyou;thank you good bye;FALSE
hello;hi;FALSE
request;what is the phone number;FALSE
inform;moderate;FALSE
thankyou;thank you good bye;FALSE
request;whats the phone number;FALSE
request;what type of food does it serve;TRUE
inform;italian;FALSE
thankyou;thank you good bye;FALSE
request;what type of food;TRUE
inform;moderately priced;FALSE
request;what type of food;TRUE
request;address;FALSE
inform;i would like a african restaurant in the center of town;FALSE
thankyou;thank you good bye;FALSE
null;prise me;FALSE
thankyou;thank you goodbye;FALSE
thankyou;thank you good bye;FALSE
inform;uh south part of town;FALSE
request;what is its address phone number and area;FALSE
inform;romanian;FALSE
thankyou;thank you good bye;FALSE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
inform;italian;FALSE
inform;serves lebanese food;TRUE
thankyou;um thank you good bye;FALSE
reqalts;how about indian;FALSE
request;address;FALSE
inform;i dont care;FALSE
inform;gastropub food;TRUE
reqalts;is there anything else;FALSE
thankyou;thank you;FALSE
request;what is the phone number;FALSE
affirm;yes;FALSE
request;what is the phone number;FALSE
thankyou;thank you goodbye;FALSE
inform;i dont care;FALSE
thankyou;thank you goodbye;FALSE
request;can i have the type of food;TRUE
negate;no thai;FALSE
inform;dont care;FALSE
inform;east;FALSE
inform;east;FALSE
inform;british;FALSE
request;phone number;FALSE
inform;a expensive restaurant serving japanese food;TRUE
null;any thing else;FALSE
confirm;is it moderately priced;FALSE
null;okay;FALSE
inform;moderately priced restaurant in the west part of town;FALSE
inform;i dont care about the price range;FALSE
request;phone number;FALSE
request;whats the address;FALSE
thankyou;thank you good bye;FALSE
inform;north american;FALSE
request;what is the phone number;FALSE
reqalts;uh what about chinese food;TRUE
affirm;yes;FALSE
request;whats the phone number;FALSE
request;can i have the address and phone number;FALSE
request;whats their address;FALSE
thankyou;thank you;FALSE
null;unintelligible;FALSE
reqalts;next;FALSE
request;address;FALSE
reqalts;any more;FALSE
reqalts;are there any restaurants serving turkish food;TRUE
inform;im looking for an expensive restaurant in the south part of town;FALSE
request;whats the phone number;FALSE
request;can i get the phone number;FALSE
thankyou;thank you goodbye;FALSE
inform;im looking for an expensive restaurant that serves;FALSE
inform;food;TRUE
inform;north;FALSE
affirm;yes;FALSE
inform;cheap;FALSE
inform;id like an expensive italian restaurant;FALSE
reqalts;how about british type of food;TRUE
inform;i want to find a expensive restaurant in the south part of town;FALSE
inform;any;FALSE
inform;any kind;FALSE
inform;um i dont know;FALSE
reqalts;anything else;FALSE
inform;i want a polynesian restaurant in the north part of town;FALSE
thankyou;thank you good bye;FALSE
request;address;FALSE
thankyou;thank you goodbye;FALSE
reqalts;how about asian oriental type of food;TRUE
negate;no;FALSE
inform;south;FALSE
inform;that serves in the moderate food price;TRUE
thankyou;thank you good bye;FALSE
inform;looking for a moderately priced restaurant in the west part of town;FALSE
inform;it doesnt matter;FALSE
bye;good bye;FALSE
inform;spanish food;TRUE
inform;north;FALSE
null;serving;FALSE
request;address;FALSE
negate;no i said irish;FALSE
request;address;FALSE
inform;food;TRUE
inform;im looking for an expensive restaurant serving french food;TRUE
thankyou;thank you good bye;FALSE
inform;korean food;TRUE
thankyou;thank you goodbye;FALSE
reqalts;how about uh gastropub;FALSE
affirm;yes;FALSE
thankyou;thank you good bye;FALSE
inform;west part of town;FALSE
inform;african;FALSE
reqalts;what about any area;FALSE
inform;i need a restaurant in the moderate price range;FALSE
null;noise;FALSE
inform;looking for hungarian food in the north side of town;TRUE
inform;italian food;TRUE
affirm;yeah;FALSE
inform;im looking for a restaurant in the north part of town that serves euro;FALSE
affirm;yes;FALSE
inform;east;FALSE
inform;dont care;FALSE
reqalts;what about european food;TRUE
inform;expensive;FALSE
inform;any kind of food;TRUE
inform;malaysian food;TRUE
thankyou;thank you goodbye;FALSE
request;phone number;FALSE
inform;unusual food;TRUE
inform;catalan;FALSE
request;post code;FALSE
inform;i am searching for a moderately priced restaurant in the east part of;FALSE
inform;uh restaurant in the west part of town with scottish food;TRUE
inform;thai food;TRUE
thankyou;thank you good bye;FALSE
inform;canapes;FALSE
reqalts;what about vietnamese food;TRUE
request;whats the phone number;FALSE
inform;italian;FALSE
inform;moderate;FALSE
thankyou;thank you;FALSE
inform;i dont care;FALSE
request;phone number;FALSE
null;unintelligible;FALSE
request;the price range;FALSE
inform;uh italian;FALSE
thankyou;thank you good bye;FALSE
null;knocking;FALSE
request;price range;FALSE
inform;im looking for a moderately priced restaurant that serves turkish food;TRUE
thankyou;thank you good bye;FALSE
inform;north;FALSE
negate;no;FALSE
null;noise;FALSE
null;viet;FALSE
inform;can i find something in the south side;FALSE
affirm;yes;FALSE
request;what kind of food does it serve;TRUE
affirm;yea;FALSE
reqalts;is there anything else;FALSE
inform;i dont care;FALSE
inform;cantonese food;TRUE
request;what is the address and post code;FALSE
inform;british food;TRUE
thankyou;thank you good bye;FALSE
inform;uh italian;FALSE
inform;i dont care;FALSE
request;can i have the address and phone number;FALSE
request;what kind of food do they serve;TRUE
inform;i dont care;FALSE
reqalts;how about mediterranean food;TRUE
inform;italian food;TRUE
request;and the phone number;FALSE
null;unintelligible;FALSE
inform;looking for mediterranean food uh west side of town;TRUE
thankyou;thank you good bye;FALSE
request;what type of food;TRUE
inform;i dont care;FALSE
request;address;FALSE
request;phone number;FALSE
inform;serving mexican food;TRUE
request;type of food;TRUE
inform;any;FALSE
hello;hello;FALSE
inform;may i have a moderately priced restaurant serving english;FALSE
request;phone number;FALSE
confirm;uh is there a modern european food restaurant;TRUE
request;may i have the phone number talking;FALSE
request;address phone number area;FALSE
confirm;does it serve polynesian food;TRUE
inform;it doesnt matter;FALSE
inform;serving international food;TRUE
inform;scottish food;TRUE
inform;im looking for a restaurant in the east part of town;FALSE
reqalts;is there anything else;FALSE
reqalts;anything else;FALSE
request;the address phone number and post code;FALSE
inform;im looking for an expensive restaurant;FALSE
inform;dont care dont care dont care;FALSE
inform;west;FALSE
reqalts;anything else;FALSE
reqalts;is there anything else;FALSE
request;tell me the address;FALSE
null;what was;FALSE
inform;west part of town;FALSE
request;good whats the address;FALSE
inform;north;FALSE
inform;a spanish restaurant in the center;FALSE
bye;goodbye;FALSE
inform;can i find a restaurant;FALSE
inform;north part of town;FALSE
thankyou;thank you good bye;FALSE
bye;goodbye;FALSE
affirm;yes;FALSE
null;sil;FALSE
inform;catalonia food;TRUE
affirm;yes;FALSE
request;phone number;FALSE
inform;any area;FALSE
reqalts;new garden do you have any other;FALSE
negate;no im looking for thai food;TRUE
inform;any range;FALSE
inform;i dont care;FALSE
inform;vietnamese;FALSE
inform;moderately priced restaurant in the south of town;FALSE
request;what type of food do they serve;TRUE
inform;cheap restaurant west part of town;FALSE
request;what is the phone number;FALSE
inform;any part of town;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for a restaurant in the east part of town that serves traditional food;TRUE
negate;no;FALSE
request;whats the address;FALSE
reqalts;how about korean food;TRUE
request;whats the address;FALSE
request;um give me the addresses;FALSE
inform;id like to find japanese food;TRUE
thankyou;thank you good bye;FALSE
inform;cheap gastropub;FALSE
inform;uh restaurant in the west part of town;FALSE
request;phone number;FALSE
inform;dont care;FALSE
request;whats the phone number;FALSE
request;what is the address;FALSE
request;what is the address;FALSE
reqalts;how about italian food in the west of town;TRUE
thankyou;thank you goodbye;FALSE
request;can i have the phone number;FALSE
inform;i dont care;FALSE
inform;french;FALSE
inform;it doesnt matter;FALSE
inform;indian;FALSE
inform;food;TRUE
inform;any type of food;TRUE
request;could i have its address;FALSE
inform;any kind of food id like a cheap restaurant;TRUE
null;dress;FALSE
null;sil;FALSE
inform;indian food;TRUE
request;price range;FALSE
inform;it should serve french food;TRUE
inform;north;FALSE
request;okay the address;FALSE
thankyou;thank you goodbye;FALSE
request;whats the phone number;FALSE
null;noise;FALSE
inform;indian food;TRUE
inform;it does not matter;FALSE
affirm;right;FALSE
request;address and phone number;FALSE
affirm;yes;FALSE
thankyou;thank you good bye;FALSE
inform;moderately priced north part of;FALSE
inform;cheap restaurant east part of town;FALSE
request;what area of town;FALSE
request;whats the phone number talking;FALSE
reqalts;is there anything else;FALSE
request;area;FALSE
inform;british food;TRUE
request;can i have the address and phone number please;FALSE
inform;in the east part;FALSE
inform;turkish;FALSE
reqalts;how about one that serves asian oriental food;TRUE
request;what is the address and phone number;FALSE
inform;doesnt matter;FALSE
negate;no im looking for pan asian food;TRUE
inform;im looking for something moderately priced;FALSE
inform;i dont care;FALSE
inform;north;FALSE
inform;lebanese food;TRUE
null;sil;FALSE
inform;any thing;FALSE
affirm;yes;FALSE
null;unintelligible;FALSE
inform;what about the other restaurant;FALSE
request;what is the address;FALSE
confirm;is that asian oriental type of food;TRUE
inform;thai food;TRUE
null;i would like;FALSE
inform;noise any price range;FALSE
null;unintelligible;FALSE
reqalts;do you have anything else;FALSE
thankyou;thank you goodbye;FALSE
inform;im looking for a restaurant in the center;FALSE
negate;no;FALSE
inform;cheap;FALSE
request;may i have the phone number;FALSE
inform;italian food in the south part of town;TRUE
request;whats the address phone number;FALSE
inform;portuguese food instead;TRUE
inform;i dont care;FALSE
reqalts;anything else;FALSE
thankyou;thank you good bye;FALSE
inform;music im looking for a moderately priced restaurant in the south part of town please;FALSE
thankyou;thank you good bye;FALSE
null;noise;FALSE
null;okay;FALSE
request;address;FALSE
inform;i want singaporean food;TRUE
thankyou;thank you good bye;FALSE
affirm;yes;FALSE
inform;chinese food;TRUE
inform;romanian;FALSE
inform;hungarian food in the west part of town;TRUE
thankyou;thank you good bye;FALSE
inform;expensive restaurants;FALSE
affirm;yes;FALSE
inform;any;FALSE
inform;doesnt matter;FALSE
inform;id like a cheap restaurant in the north part of town;FALSE
inform;uh dont care but can it be vegetarian food;TRUE
reqalts;what about french food;TRUE
inform;i dont care;FALSE
inform;any;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
request;area;FALSE
affirm;yes;FALSE
bye;good bye;FALSE
inform;id like a moderately priced restaurant in the east part of town;FALSE
bye;good bye;FALSE
affirm;yes;FALSE
request;great whats its address;FALSE
request;address;FALSE
affirm;yes can i get an expensive restaurant in the south part of town;FALSE
request;address;FALSE
inform;any;FALSE
reqalts;is there anything else;FALSE
inform;british food;TRUE
bye;good bye;FALSE
null;are there any;FALSE
null;unintelligible;FALSE
reqalts;is there anything else;FALSE
request;whats the phone number;FALSE
inform;im looking for a restaurant in the center part of town that serves unusual food;TRUE
reqalts;how about thai;FALSE
inform;doesnt matter;FALSE
inform;restaurant in the east side of town;FALSE
request;phone number;FALSE
request;what is the address and phone number;FALSE
confirm;is it expensive;FALSE
inform;dont care;FALSE
negate;no british food;TRUE
reqalts;okay give me another option;FALSE
inform;asian restaurant;FALSE
inform;moderately priced;FALSE
inform;i dont care;FALSE
inform;im looking for a cheap restaurant in the north of;FALSE
inform;what about modern european food;TRUE
thankyou;thank you good bye;FALSE
null;viet;FALSE
affirm;yes;FALSE
request;address;FALSE
inform;south part;FALSE
thankyou;thank you good bye;FALSE
reqalts;how about vietnamese food;TRUE
reqalts;is there anything else;FALSE
affirm;yea;FALSE
inform;any;FALSE
request;what type of food;TRUE
request;address;FALSE
inform;south part of town;FALSE
thankyou;thank you good bye;FALSE
request;phone number;FALSE
inform;brazillian;FALSE
reqalts;how about italian;FALSE
thankyou;thank you good bye;FALSE
inform;south;FALSE
inform;im looking for a restaurant in the center serving;FALSE
request;whats the phone number;FALSE
inform;im looking for a cheap restaurant;FALSE
reqalts;okay how about asian oriental;FALSE
thankyou;thank you good bye;FALSE
inform;i want a cheap restaurant that serves unusual food;TRUE
inform;moderate;FALSE
inform;cheap restaurant;FALSE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
inform;barbecue food;TRUE
null;unintelligible;FALSE
inform;i want to find a moderately priced restaurant and it should be in the west part of town;FALSE
inform;restaurant;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;asian restaurant;FALSE
inform;im looking for a restaurant that serves mexican food;TRUE
inform;it doesnt matter;FALSE
inform;european;FALSE
request;the phone number;FALSE
reqalts;is there anything else;FALSE
request;address and phone number;FALSE
inform;im looking for romanian food;TRUE
inform;any;FALSE
affirm;yes;FALSE
request;post code;FALSE
inform;it doesnt matter;FALSE
request;whats the address and phone number;FALSE
request;address phone number;FALSE
inform;moderate;FALSE
inform;any;FALSE
inform;ringing i need a moderately priced restaurant;FALSE
request;part of town;FALSE
inform;hungarian food;TRUE
affirm;yes;FALSE
inform;chinese food;TRUE
thankyou;thank you good bye;FALSE
inform;im looking for portuguese food;TRUE
request;phone number;FALSE
inform;south;FALSE
inform;uh that serves catalan food;TRUE
bye;good bye;FALSE
inform;expensive;FALSE
inform;north american food;TRUE
inform;i want a modern european food;TRUE
null;does do you know anyone who serves um;FALSE
thankyou;thank you good bye;FALSE
request;whats the post code;FALSE
request;whats the address;FALSE
inform;im looking for turkish food in the center;TRUE
inform;irish food;TRUE
thankyou;um thank you goodbye;FALSE
inform;any;FALSE
request;can i have the phone number;FALSE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
inform;catalan;FALSE
null;noise;FALSE
request;and what type of food;TRUE
inform;international food;TRUE
null;noise;FALSE
inform;any food that serves any restaurant thats expensive;TRUE
request;phone number;FALSE
inform;african food;TRUE
affirm;yes;FALSE
reqalts;how about international food;TRUE
reqalts;kay how about indian food;TRUE
inform;could i have a cheap restaurant;FALSE
null;sil;FALSE
inform;danish food in the south part of town;TRUE
inform;it doesnt matter;FALSE
inform;south;FALSE
inform;okay looking for a cheap restaurant serving caribbean food;TRUE
reqalts;is there anything else;FALSE
confirm;do they serve unintelligible food;TRUE
request;address;FALSE
inform;any;FALSE
inform;modereate;FALSE
request;address;FALSE
inform;serves british food;TRUE
thankyou;thank you good bye;FALSE
request;the address;FALSE
reqalts;anything else;FALSE
request;address;FALSE
request;price range;FALSE
affirm;yes;FALSE
request;could i have the phone number;FALSE
inform;asian oriental type of food;TRUE
inform;uh the north;FALSE
inform;i need it in the north part of town;FALSE
inform;north part of town;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;expensive restaurant;FALSE
thankyou;thank you good bye;FALSE
negate;no;FALSE
inform;moderately priced restaurant;FALSE
request;may i have the postcode;FALSE
thankyou;thank you goodbye;FALSE
thankyou;thank you good bye;FALSE
null;noise;FALSE
inform;im looking for a cheap restaurant that serves welsh food;TRUE
reqalts;what about italian;FALSE
inform;looking for a restaurant in the north part of the town that serves british food;TRUE
inform;any type;FALSE
inform;im looking for a restaurant in the south part;FALSE
reqalts;is there any other type of food;TRUE
inform;in the centre of town;FALSE
inform;dont care;FALSE
request;what part of town is it in;FALSE
thankyou;thank you good bye;FALSE
inform;cheap unintelligible food;TRUE
inform;i need asian food;TRUE
inform;kosher food;TRUE
inform;im looking for a cheap restaurant in the north part of town;FALSE
inform;doesnt matter;FALSE
null;sil;FALSE
null;sil;FALSE
inform;looking for a modernity priced restaurant in the south part of town;FALSE
thankyou;thank you good bye;FALSE
inform;i want gastropub food;TRUE
request;whats the address;FALSE
affirm;right;FALSE
request;and the phone number;FALSE
inform;can you find a moderately priced restaurant;FALSE
inform;id like a restaurant in the center that serves danish food;TRUE
thankyou;thank you good bye;FALSE
inform;indian;FALSE
inform;uh korean food;TRUE
null;tv_noise;FALSE
request;may i have the address and phone number;FALSE
inform;id like to find a moderately priced restaurant in the west part of town;FALSE
request;and post code;FALSE
null;sil;FALSE
inform;chinese;FALSE
inform;british food;TRUE
request;address;FALSE
inform;looking for a restaurant that serves corsica food in any area;TRUE
request;okay good whats the address for that one;FALSE
inform;afghan;FALSE
bye;goodbye;FALSE
null;sil;FALSE
request;could i have the area please;FALSE
request;address;FALSE
thankyou;thank you good bye;FALSE
inform;cambridge vietnamese food;TRUE
inform;east;FALSE
inform;trying to find a cheap restaurant;FALSE
thankyou;thank you good bye;FALSE
request;what type of food do they serve;TRUE
inform;expensive;FALSE
thankyou;thank you good bye;FALSE
affirm;yeah a cheap restaurant serving international food;TRUE
request;whats the phone number;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
reqalts;is there anything else;FALSE
thankyou;thank you good bye;FALSE
inform;i want a restaurant in the north part of town that serves french food;TRUE
request;address;FALSE
request;curry prince address and phone number;FALSE
request;what is the phone number;FALSE
inform;chinese;FALSE
inform;austrian food in the west part of town;TRUE
thankyou;thank you good bye;FALSE
bye;thanks good bye;FALSE
null;noise;FALSE
inform;i dont care;FALSE
request;phone number;FALSE
request;post code;FALSE
thankyou;thank you good bye;FALSE
bye;unintelligible bye;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for a restaurant in the north part of town;FALSE
inform;i want a russian restaurant;FALSE
null;noise;FALSE
null;unintelligible;FALSE
inform;asian oriental type of food;TRUE
request;okay whats the phone number;FALSE
thankyou;thank you good bye;FALSE
inform;venetian;FALSE
request;noise can i get the address and phone number;FALSE
ack;thatll do dear whats the address of that venue;FALSE
request;type of food;TRUE
null;sil;FALSE
request;address;FALSE
request;price range;FALSE
request;may i have the address and price range;FALSE
inform;moderately priced vanessa restaurant;FALSE
inform;italian;FALSE
inform;italian food;TRUE
thankyou;thank you good bye;FALSE
inform;oh i dont care;FALSE
request;whats the phone number;FALSE
null;noise;FALSE
reqalts;what about in the west area;FALSE
affirm;uh yes i need the north part of town;FALSE
affirm;yes;FALSE
thankyou;thank you goodbye;FALSE
inform;moderately priced;FALSE
inform;it should serve moroccan food;TRUE
inform;chinese;FALSE
request;phone number;FALSE
inform;cheap restaurant;FALSE
request;can i get the phone number and address;FALSE
inform;spanish;FALSE
affirm;yes korean food;TRUE
request;could i have the address phone number and postcode;FALSE
inform;i dont care;FALSE
reqalts;how about north american food;TRUE
thankyou;thank you good bye;FALSE
inform;im looking for an indian restaurant in the;FALSE
request;and phone number;FALSE
inform;indian food;TRUE
request;unintelligible part of town;FALSE
thankyou;thank you good bye;FALSE
inform;id like a restaurant in the east part of town;FALSE
request;what is the address and phone number;FALSE
inform;i want to find a cheap restaurant;FALSE
reqalts;uh how about chinese food;TRUE
reqalts;what about indian;FALSE
thankyou;thank you good bye;FALSE
inform;austrian food;TRUE
request;may i have its phone number;FALSE
inform;im looking for an expensive restaurant in the east part of town;FALSE
inform;expensive;FALSE
thankyou;thank you good bye;FALSE
reqalts;what about thai food;TRUE
request;how much does it cost;FALSE
request;address;FALSE
inform;dont care;FALSE
thankyou;thank you good bye;FALSE
inform;i want a cheap restaurant in the south part of town;FALSE
inform;the south side;FALSE
inform;japanese food;TRUE
inform;uh dont care;FALSE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
request;address;FALSE
request;and what type of food;TRUE
reqalts;uh what about portuguese food;TRUE
thankyou;thank you good bye;FALSE
inform;thai;FALSE
inform;moderate priced in the north part of town;FALSE
request;may i have the address and phone number;FALSE
request;whats the phone number and address;FALSE
inform;any part of town;FALSE
null;sil;FALSE
request;and what type of food do they serve;TRUE
request;address;FALSE
thankyou;thank you good bye;FALSE
null;unintelligible;FALSE
request;what is the address;FALSE
request;address;FALSE
inform;cantonese;FALSE
request;what is the address;FALSE
bye;good bye;FALSE
thankyou;thank you good bye;FALSE
request;price range;FALSE
request;what is the phone number;FALSE
negate;no;FALSE
reqalts;how about vietnamese type of food;TRUE
request;and the phone number;FALSE
inform;basque food in the east part of town;TRUE
hello;hello;FALSE
inform;uh it doesnt matter;FALSE
affirm;yea;FALSE
inform;any area;FALSE
request;address;FALSE
reqalts;how about european food;TRUE
reqalts;anything else;FALSE
thankyou;thank you good bye;FALSE
request;can i have the address;FALSE
inform;it doesnt matter;FALSE
request;phone number;FALSE
request;phone number;FALSE
inform;thai;FALSE
reqalts;how about indian food;TRUE
reqalts;anything else;FALSE
inform;french food;TRUE
inform;chinese food in the east part of town;TRUE
thankyou;thank you good bye;FALSE
null;noise;FALSE
inform;vietnamese;FALSE
reqalts;how about chinese;FALSE
inform;any;FALSE
reqalts;is there a restaurant in the east part of town that serves indian food;TRUE
hello;hello hello oh your on the phone yea;FALSE
inform;south;FALSE
inform;thai food;TRUE
inform;korean;FALSE
request;the address;FALSE
thankyou;thank you good bye;FALSE
request;whats the address;FALSE
null;sil;FALSE
null;sil;FALSE
request;address;FALSE
request;and whats the address;FALSE
affirm;yes do you have one with chinese;FALSE
request;i need the address phone number and price range;FALSE
inform;i dont care;FALSE
reqalts;what is the other portuguese restaurant;FALSE
request;whats the phone number;FALSE
affirm;right;FALSE
inform;expensive;FALSE
inform;italian food;TRUE
inform;in the east;FALSE
inform;east;FALSE
null;sil;FALSE
request;and the price range;FALSE
request;address;FALSE
request;post code;FALSE
thankyou;thank you good bye;FALSE
inform;european;FALSE
bye;unintelligible good bye;FALSE
inform;russian;FALSE
null;noise;FALSE
null;noise;FALSE
request;phone number;FALSE
reqalts;anything else;FALSE
null;unintelligible;FALSE
inform;ah any;FALSE
inform;cheap restaurant;FALSE
reqalts;how about gastro type;FALSE
request;alright whats the address;FALSE
inform;i dont care;FALSE
inform;expensive;FALSE
inform;im looking for a cheap restaurant in the north part of town;FALSE
request;and the phone number;FALSE
inform;im looking for something moderately priced;FALSE
request;can i have the address;FALSE
reqalts;how about mediterranean food;TRUE
request;whats the address;FALSE
thankyou;thank you good bye;FALSE
inform;any price range;FALSE
negate;no im looking for pan asian;FALSE
inform;in the east;FALSE
inform;id like to find a restaurant;FALSE
request;the phone number;FALSE
inform;belgian food;TRUE
inform;dont care;FALSE
inform;vietnamese food;TRUE
thankyou;thank you goodbye;FALSE
null;uh;FALSE
request;the address;FALSE
inform;east part of town;FALSE
reqalts;is there any thing else;FALSE
reqalts;is there another one;FALSE
inform;iam looking for a restaurant in the center;FALSE
inform;im looking for an expensive restaurant in the south part of town;FALSE
inform;its expensive;FALSE
inform;spanish food;TRUE
request;can i get the phone number;FALSE
request;address;FALSE
inform;cheap;FALSE
inform;a restaurant in the west part of town that serves hungarian food;TRUE
request;what is the phone number;FALSE
null;sil;FALSE
negate;no lebanese food;TRUE
confirm;does it serve thai food;TRUE
inform;a cheap restaurant;FALSE
reqalts;how about chinese food;TRUE
affirm;yes;FALSE
null;im looking;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good be;FALSE
inform;i dont care;FALSE
request;post code;FALSE
inform;chinese food;TRUE
request;what type of food is it;TRUE
thankyou;thank you good bye;FALSE
null;sil;FALSE
request;address;FALSE
request;can i have the address;FALSE
request;address;FALSE
thankyou;thank you good bye;FALSE
inform;i dont care;FALSE
null;okay;FALSE
request;phone number;FALSE
inform;yea im looking for a moderately priced restaurant;FALSE
inform;thai food;TRUE
inform;thai food;TRUE
inform;any kind;FALSE
negate;no;FALSE
inform;korean food;TRUE
inform;i would like to find a restaurant in the center and it should serve korean food;TRUE
request;what is the address;FALSE
inform;id like a cheap restaurant on the south of town;FALSE
null;thats all;FALSE
thankyou;thank you good bye;FALSE
request;noise what is the phone number;FALSE
request;can i have the phone number;FALSE
inform;bistro;FALSE
affirm;yes;FALSE
inform;any;FALSE
bye;goodbye;FALSE
inform;moderately priced restaurant north part of town;FALSE
thankyou;thank you good bye;FALSE
inform;expensive restaurant;FALSE
request;address;FALSE
inform;could i have a restaurant in the center;FALSE
inform;south;FALSE
request;what kind of food do they have;TRUE
thankyou;thank you good bye;FALSE
inform;west;FALSE
inform;indian;FALSE
